# mode	english	candidate	weight	comment
jp	no-admittance	立ち入禁止	898	~(たちいりきんし)
jp	keep	立ち入り禁止	897	~(たちいりきんし)
jp	keep	立入禁止	897	~(たちいりきんし)
jp	keep	立入り禁止	897	~(たちいりきんし)
jp	keep	立ち入禁止	897	~(たちいりきんし)
jp	out	立ち入り禁止	897	~(たちいりきんし)
jp	out	立入禁止	897	~(たちいりきんし)
jp	out	立入り禁止	897	~(たちいりきんし)
jp	out	立ち入禁止	897	~(たちいりきんし)
jp	keep-out	立ち入り禁止	897	~(たちいりきんし)
jp	keep-out	立入禁止	897	~(たちいりきんし)
jp	keep-out	立入り禁止	897	~(たちいりきんし)
jp	keep-out	立ち入禁止	897	~(たちいりきんし)
jp	off-limits	立ち入り禁止	896	~(たちいりきんし)
jp	off-limits	立入禁止	896	~(たちいりきんし)
jp	off-limits	立入り禁止	896	~(たちいりきんし)
jp	off-limits	立ち入禁止	896	~(たちいりきんし)
jp	forbidden	立ち入り禁止	895	~(たちいりきんし)
jp	forbidden	立入禁止	895	~(たちいりきんし)
jp	forbidden	立入り禁止	895	~(たちいりきんし)
jp	forbidden	立ち入禁止	895	~(たちいりきんし)
jp	treading	立ち泳ぎ	899	~(たちおよぎ)
jp	treading	立泳ぎ	899	~(たちおよぎ)
jp	water	立ち泳ぎ	899	~(たちおよぎ)
jp	water	立泳ぎ	899	~(たちおよぎ)
jp	treading-water	立ち泳ぎ	899	~(たちおよぎ)
jp	treading-water	立泳ぎ	899	~(たちおよぎ)
jp	sever	断つ	899	~(たつ)
jp	sever	絶つ	899	~(たつ)
jp	sever	斷つ	899	~(たつ)
jp	to-sever	断つ	899	~(たつ)
jp	to-sever	絶つ	899	~(たつ)
jp	to-sever	斷つ	899	~(たつ)
jp	suppress	断つ	898	~(たつ)
jp	suppress	絶つ	898	~(たつ)
jp	suppress	斷つ	898	~(たつ)
jp	to-suppress	断つ	898	~(たつ)
jp	to-suppress	絶つ	898	~(たつ)
jp	to-suppress	斷つ	898	~(たつ)
jp	exterminate	断つ	897	~(たつ)
jp	exterminate	絶つ	897	~(たつ)
jp	exterminate	斷つ	897	~(たつ)
jp	to-exterminate	断つ	897	~(たつ)
jp	to-exterminate	絶つ	897	~(たつ)
jp	to-exterminate	斷つ	897	~(たつ)
jp	abstain	断つ	896	~(たつ)
jp	abstain	絶つ	896	~(たつ)
jp	abstain	斷つ	896	~(たつ)
jp	to-abstain	断つ	896	~(たつ)
jp	to-abstain	絶つ	896	~(たつ)
jp	to-abstain	斷つ	896	~(たつ)
jp	stand	立つ	899	~(たつ)
jp	to-stand	立つ	899	~(たつ)
jp	get	立つ	898	~(たつ)
jp	feet	立つ	898	~(たつ)
jp	stick	立つ	897	~(たつ)
jp	to-stick-up	立つ	897	~(たつ)
jp	to-be	立つ	895	~(たつ)
jp	take	立つ	894	~(たつ)
jp	to-take-up	立つ	894	~(たつ)
jp	leave	立つ	893	~(たつ)
jp	to-leave	立つ	893	~(たつ)
jp	depart	立つ	892	~(たつ)
jp	to-depart	立つ	892	~(たつ)
jp	set	立つ	891	~(たつ)
jp	off	立つ	891	~(たつ)
jp	to-set-off	立つ	891	~(たつ)
jp	stuck	立つ	890	~(たつ)
jp	to-get-stuck	立つ	890	~(たつ)
jp	develop	立つ	889	~(たつ)
jp	to-develop	立つ	889	~(たつ)
jp	appear	立つ	888	~(たつ)
jp	to-appear	立つ	888	~(たつ)
jp	begin	立つ	887	~(たつ)
jp	blow	立つ	887	~(たつ)
jp	to-begin-to-blow	立つ	887	~(たつ)
jp	spread	立つ	886	~(たつ)
jp	to-spread	立つ	886	~(たつ)
jp	action	立つ	884	~(たつ)
jp	to-take-action	立つ	884	~(たつ)
jp	rise	立つ	883	~(たつ)
jp	to-rise	立つ	883	~(たつ)
jp	have	立つ	882	~(たつ)
jp	erection	立つ	882	~(たつ)
jp	to-have-an-erection	立つ	882	~(たつ)
jp	established	立つ	881	~(たつ)
jp	to-be-established	立つ	881	~(たつ)
jp	valid	立つ	880	~(たつ)
jp	to-be-valid	立つ	880	~(たつ)
jp	hold	立つ	879	~(たつ)
jp	water	立つ	879	~(たつ)
jp	to-hold-water	立つ	879	~(たつ)
jp	logical	立つ	878	~(たつ)
jp	to-be-logical	立つ	878	~(たつ)
jp	sustained	立つ	877	~(たつ)
jp	to-be-sustained	立つ	877	~(たつ)
jp	survive	立つ	876	~(たつ)
jp	to-survive	立つ	876	~(たつ)
jp	saved	立つ	875	~(たつ)
jp	to-be-saved	立つ	875	~(たつ)
jp	start	立つ	874	~(たつ)
jp	to-start	立つ	874	~(たつ)
jp	held	立つ	873	~(たつ)
jp	to-be-held	立つ	873	~(たつ)
jp	shut	立つ	872	~(たつ)
jp	to-shut	立つ	872	~(たつ)
jp	closed	立つ	871	~(たつ)
jp	to-be-closed	立つ	871	~(たつ)
jp	erected	建つ	899	~(たつ)
jp	to-be-erected	建つ	899	~(たつ)
jp	seahorse	竜の落とし子	899	~(タツノオトシゴ,たつのおとしご)
jp	seahorse	龍の落とし子	899	~(タツノオトシゴ,たつのおとしご)
jp	seahorse	龍の落し子	899	~(タツノオトシゴ,たつのおとしご)
jp	seahorse	竜の落し子	899	~(タツノオトシゴ,たつのおとしご)
jp	tornado	竜巻	899	~(たつまき)
jp	tornado	龍巻	899	~(たつまき)
jp	tornado	竜巻き	899	~(たつまき)
jp	tornado	龍巻き	899	~(たつまき)
jp	waterspout	竜巻	898	~(たつまき)
jp	waterspout	龍巻	898	~(たつまき)
jp	waterspout	竜巻き	898	~(たつまき)
jp	waterspout	龍巻き	898	~(たつまき)
jp	crowded	立て込む	899	~(たてこむ)
jp	crowded	立込む	899	~(たてこむ)
jp	crowded	立てこむ	899	~(たてこむ)
jp	to-be-crowded	立て込む	899	~(たてこむ)
jp	to-be-crowded	立込む	899	~(たてこむ)
jp	to-be-crowded	立てこむ	899	~(たてこむ)
jp	busy	立て込む	898	~(たてこむ)
jp	busy	立込む	898	~(たてこむ)
jp	busy	立てこむ	898	~(たてこむ)
jp	to-be-busy	立て込む	898	~(たてこむ)
jp	to-be-busy	立込む	898	~(たてこむ)
jp	to-be-busy	立てこむ	898	~(たてこむ)
jp	piled	立て込む	897	~(たてこむ)
jp	piled	立込む	897	~(たてこむ)
jp	piled	立てこむ	897	~(たてこむ)
jp	to-be-piled-up	立て込む	897	~(たてこむ)
jp	to-be-piled-up	立込む	897	~(たてこむ)
jp	to-be-piled-up	立てこむ	897	~(たてこむ)
jp	packed	立て込む	896	~(たてこむ)
jp	packed	立込む	896	~(たてこむ)
jp	packed	立てこむ	896	~(たてこむ)
jp	to-be-packed	立て込む	896	~(たてこむ)
jp	to-be-packed	立込む	896	~(たてこむ)
jp	to-be-packed	立てこむ	896	~(たてこむ)
jp	have	立て込む	895	~(たてこむ)
jp	have	立込む	895	~(たてこむ)
jp	have	立てこむ	895	~(たてこむ)
jp	hands	立て込む	895	~(たてこむ)
jp	hands	立込む	895	~(たてこむ)
jp	hands	立てこむ	895	~(たてこむ)
jp	full	立て込む	895	~(たてこむ)
jp	full	立込む	895	~(たてこむ)
jp	full	立てこむ	895	~(たてこむ)
jp	shut	立てこもる	899	~(たてこもる,たてごもる)
jp	shut	立て篭もる	899	~(たてこもる,たてごもる)
jp	shut	立て籠もる	899	~(たてこもる,たてごもる)
jp	shut	楯籠る	899	~(たてこもる,たてごもる)
jp	oneself	立てこもる	899	~(たてこもる,たてごもる)
jp	oneself	立て篭もる	899	~(たてこもる,たてごもる)
jp	oneself	立て籠もる	899	~(たてこもる,たてごもる)
jp	oneself	楯籠る	899	~(たてこもる,たてごもる)
jp	to-shut-oneself-in	立てこもる	899	~(たてこもる,たてごもる)
jp	to-shut-oneself-in	立て篭もる	899	~(たてこもる,たてごもる)
jp	to-shut-oneself-in	立て籠もる	899	~(たてこもる,たてごもる)
jp	to-shut-oneself-in	楯籠る	899	~(たてこもる,たてごもる)
jp	barricade	立てこもる	898	~(たてこもる,たてごもる)
jp	barricade	立て篭もる	898	~(たてこもる,たてごもる)
jp	barricade	立て籠もる	898	~(たてこもる,たてごもる)
jp	barricade	楯籠る	898	~(たてこもる,たてごもる)
jp	to-barricade-oneself	立てこもる	898	~(たてこもる,たてごもる)
jp	to-barricade-oneself	立て篭もる	898	~(たてこもる,たてごもる)
jp	to-barricade-oneself	立て籠もる	898	~(たてこもる,たてごもる)
jp	to-barricade-oneself	楯籠る	898	~(たてこもる,たてごもる)
jp	hole	立てこもる	897	~(たてこもる,たてごもる)
jp	hole	立て篭もる	897	~(たてこもる,たてごもる)
jp	hole	立て籠もる	897	~(たてこもる,たてごもる)
jp	hole	楯籠る	897	~(たてこもる,たてごもる)
jp	to-hole-up	立てこもる	897	~(たてこもる,たてごもる)
jp	to-hole-up	立て篭もる	897	~(たてこもる,たてごもる)
jp	to-hole-up	立て籠もる	897	~(たてこもる,たてごもる)
jp	to-hole-up	楯籠る	897	~(たてこもる,たてごもる)
jp	vertically	縦社会	899	~(たてしゃかい)
jp	structured	縦社会	899	~(たてしゃかい)
jp	society	縦社会	899	~(たてしゃかい)
jp	vertically-structured-society	縦社会	899	~(たてしゃかい)
jp	floor	建て坪	899	~(たてつぼ)
jp	floor	建坪	899	~(たてつぼ)
jp	space	建て坪	899	~(たてつぼ)
jp	space	建坪	899	~(たてつぼ)
jp	floor-space	建て坪	899	~(たてつぼ)
jp	floor-space	建坪	899	~(たてつぼ)
jp	face	建前	899	~(たてまえ)
jp	face	建て前	899	~(たてまえ)
jp	face	立前	899	~(たてまえ)
jp	face	立て前	899	~(たてまえ)
jp	public	建前	898	~(たてまえ)
jp	public	建て前	898	~(たてまえ)
jp	public	立前	898	~(たてまえ)
jp	public	立て前	898	~(たてまえ)
jp	position	建前	898	~(たてまえ)
jp	position	建て前	898	~(たてまえ)
jp	position	立前	898	~(たてまえ)
jp	position	立て前	898	~(たてまえ)
jp	attitude	建前	898	~(たてまえ)
jp	attitude	建て前	898	~(たてまえ)
jp	attitude	立前	898	~(たてまえ)
jp	attitude	立て前	898	~(たてまえ)
jp	public-position-or-attitude	建前	898	~(たてまえ)
jp	public-position-or-attitude	建て前	898	~(たてまえ)
jp	public-position-or-attitude	立前	898	~(たてまえ)
jp	public-position-or-attitude	立て前	898	~(たてまえ)
jp	ceremony	建前	897	~(たてまえ)
jp	ceremony	建て前	897	~(たてまえ)
jp	ceremony	立前	897	~(たてまえ)
jp	ceremony	立て前	897	~(たてまえ)
jp	erection	建前	897	~(たてまえ)
jp	erection	建て前	897	~(たてまえ)
jp	erection	立前	897	~(たてまえ)
jp	erection	立て前	897	~(たてまえ)
jp	framework	建前	897	~(たてまえ)
jp	framework	建て前	897	~(たてまえ)
jp	framework	立前	897	~(たてまえ)
jp	framework	立て前	897	~(たてまえ)
jp	house	建前	897	~(たてまえ)
jp	house	建て前	897	~(たてまえ)
jp	house	立前	897	~(たてまえ)
jp	house	立て前	897	~(たてまえ)
jp	example	例え	899	~(たとえ)
jp	example	喩え	899	~(たとえ)
jp	example	譬え	899	~(たとえ)
jp	example	喩	899	~(たとえ)
jp	simile	例え	898	~(たとえ)
jp	simile	喩え	898	~(たとえ)
jp	simile	譬え	898	~(たとえ)
jp	simile	喩	898	~(たとえ)
jp	allegory	例え	897	~(たとえ)
jp	allegory	喩え	897	~(たとえ)
jp	allegory	譬え	897	~(たとえ)
jp	allegory	喩	897	~(たとえ)
jp	parable	例え	896	~(たとえ)
jp	parable	喩え	896	~(たとえ)
jp	parable	譬え	896	~(たとえ)
jp	parable	喩	896	~(たとえ)
jp	even	仮令	899	~(たとえ,たとい)
jp	even	縦え	899	~(たとえ,たとい)
jp	even	縦令	899	~(たとえ,たとい)
jp	even-if	仮令	899	~(たとえ,たとい)
jp	even-if	縦え	899	~(たとえ,たとい)
jp	even-if	縦令	899	~(たとえ,たとい)
jp	although	仮令	897	~(たとえ,たとい)
jp	although	縦え	897	~(たとえ,たとい)
jp	although	縦令	897	~(たとえ,たとい)
jp	supposing	仮令	896	~(たとえ,たとい)
jp	supposing	縦え	896	~(たとえ,たとい)
jp	supposing	縦令	896	~(たとえ,たとい)
jp	supposing-that	仮令	896	~(たとえ,たとい)
jp	supposing-that	縦え	896	~(たとえ,たとい)
jp	supposing-that	縦令	896	~(たとえ,たとい)
jp	compare	例える	899	~(たとえる)
jp	compare	喩える	899	~(たとえる)
jp	compare	譬える	899	~(たとえる)
jp	to-compare-to	例える	899	~(たとえる)
jp	to-compare-to	喩える	899	~(たとえる)
jp	to-compare-to	譬える	899	~(たとえる)
jp	speak	例える	898	~(たとえる)
jp	speak	喩える	898	~(たとえる)
jp	speak	譬える	898	~(たとえる)
jp	figuratively	例える	898	~(たとえる)
jp	figuratively	喩える	898	~(たとえる)
jp	figuratively	譬える	898	~(たとえる)
jp	to-speak-figuratively	例える	898	~(たとえる)
jp	to-speak-figuratively	喩える	898	~(たとえる)
jp	to-speak-figuratively	譬える	898	~(たとえる)
jp	use	例える	897	~(たとえる)
jp	use	喩える	897	~(たとえる)
jp	use	譬える	897	~(たとえる)
jp	metaphor	例える	897	~(たとえる)
jp	metaphor	喩える	897	~(たとえる)
jp	metaphor	譬える	897	~(たとえる)
jp	to-use-a-metaphor	例える	897	~(たとえる)
jp	to-use-a-metaphor	喩える	897	~(たとえる)
jp	to-use-a-metaphor	譬える	897	~(たとえる)
jp	happy	楽しげ	899	~(たのしげ)
jp	happy	愉しげ	899	~(たのしげ)
jp	pleasant	楽しげ	898	~(たのしげ)
jp	pleasant	愉しげ	898	~(たのしげ)
jp	tobacco	煙草	899	~(タバコ,たばこ)
jp	tobacco	莨	899	~(タバコ,たばこ)
jp	tobacco	烟草	899	~(タバコ,たばこ)
jp	cigar	煙草	898	~(タバコ,たばこ)
jp	cigar	莨	898	~(タバコ,たばこ)
jp	cigar	烟草	898	~(タバコ,たばこ)
jp	plant	煙草	897	~(タバコ,たばこ)
jp	plant	莨	897	~(タバコ,たばこ)
jp	plant	烟草	897	~(タバコ,たばこ)
jp	tobacco-plant	煙草	897	~(タバコ,たばこ)
jp	tobacco-plant	莨	897	~(タバコ,たばこ)
jp	tobacco-plant	烟草	897	~(タバコ,たばこ)
jp	often	度々	899	~(たびたび)
jp	often	度度	899	~(たびたび)
jp	over	度々	898	~(たびたび)
jp	over	度度	898	~(たびたび)
jp	again	度々	898	~(たびたび)
jp	again	度度	898	~(たびたび)
jp	over-and-over-again	度々	898	~(たびたび)
jp	over-and-over-again	度度	898	~(たびたび)
jp	frequently	度々	897	~(たびたび)
jp	frequently	度度	897	~(たびたび)
jp	rolled	卵焼き	899	~(たまごやき)
jp	rolled	玉子焼き	899	~(たまごやき)
jp	rolled	たまご焼き	899	~(たまごやき)
jp	rolled	卵焼	899	~(たまごやき)
jp	egg	卵焼き	899	~(たまごやき)
jp	egg	玉子焼き	899	~(たまごやき)
jp	egg	たまご焼き	899	~(たまごやき)
jp	egg	卵焼	899	~(たまごやき)
jp	rolled-egg	卵焼き	899	~(たまごやき)
jp	rolled-egg	玉子焼き	899	~(たまごやき)
jp	rolled-egg	たまご焼き	899	~(たまごやき)
jp	rolled-egg	卵焼	899	~(たまごやき)
jp	fried	卵焼き	898	~(たまごやき)
jp	fried	玉子焼き	898	~(たまごやき)
jp	fried	たまご焼き	898	~(たまごやき)
jp	fried	卵焼	898	~(たまごやき)
jp	fried-egg	卵焼き	898	~(たまごやき)
jp	fried-egg	玉子焼き	898	~(たまごやき)
jp	fried-egg	たまご焼き	898	~(たまごやき)
jp	fried-egg	卵焼	898	~(たまごやき)
jp	frying	卵焼き	897	~(たまごやき)
jp	frying	玉子焼き	897	~(たまごやき)
jp	frying	たまご焼き	897	~(たまごやき)
jp	frying	卵焼	897	~(たまごやき)
jp	pan	卵焼き	897	~(たまごやき)
jp	pan	玉子焼き	897	~(たまごやき)
jp	pan	たまご焼き	897	~(たまごやき)
jp	pan	卵焼	897	~(たまごやき)
jp	making	卵焼き	897	~(たまごやき)
jp	making	玉子焼き	897	~(たまごやき)
jp	making	たまご焼き	897	~(たまごやき)
jp	making	卵焼	897	~(たまごやき)
jp	eggs	卵焼き	897	~(たまごやき)
jp	eggs	玉子焼き	897	~(たまごやき)
jp	eggs	たまご焼き	897	~(たまごやき)
jp	eggs	卵焼	897	~(たまごやき)
jp	chance	偶々	899	~(たまたま)
jp	chance	偶偶	899	~(たまたま)
jp	chance	偶	899	~(たまたま)
jp	chance	適	899	~(たまたま)
jp	by-chance	偶々	899	~(たまたま)
jp	by-chance	偶偶	899	~(たまたま)
jp	by-chance	偶	899	~(たまたま)
jp	by-chance	適	899	~(たまたま)
jp	accidentally	偶々	898	~(たまたま)
jp	accidentally	偶偶	898	~(たまたま)
jp	accidentally	偶	898	~(たまたま)
jp	accidentally	適	898	~(たまたま)
jp	unexpectedly	偶々	897	~(たまたま)
jp	unexpectedly	偶偶	897	~(たまたま)
jp	unexpectedly	偶	897	~(たまたま)
jp	unexpectedly	適	897	~(たまたま)
jp	occasionally	偶々	896	~(たまたま)
jp	occasionally	偶偶	896	~(たまたま)
jp	occasionally	偶	896	~(たまたま)
jp	occasionally	適	896	~(たまたま)
jp	now	偶々	895	~(たまたま)
jp	now	偶偶	895	~(たまたま)
jp	now	偶	895	~(たまたま)
jp	now	適	895	~(たまたま)
jp	then	偶々	895	~(たまたま)
jp	then	偶偶	895	~(たまたま)
jp	then	偶	895	~(たまたま)
jp	then	適	895	~(たまたま)
jp	now-and-then	偶々	895	~(たまたま)
jp	now-and-then	偶偶	895	~(たまたま)
jp	now-and-then	偶	895	~(たまたま)
jp	now-and-then	適	895	~(たまたま)
jp	sigh	ため息	899	~(ためいき)
jp	sigh	溜息	899	~(ためいき)
jp	sigh	溜め息	899	~(ためいき)
jp	rely	頼る	899	~(たよる)
jp	rely	便る	899	~(たよる)
jp	to-rely-on	頼る	899	~(たよる)
jp	to-rely-on	便る	899	~(たよる)
jp	count	頼る	898	~(たよる)
jp	count	便る	898	~(たよる)
jp	to-count-on	頼る	898	~(たよる)
jp	to-count-on	便る	898	~(たよる)
jp	cajole	たらし込む	899	~(たらしこむ)
jp	cajole	誑し込む	899	~(たらしこむ)
jp	cajole	誑しこむ	899	~(たらしこむ)
jp	cajole	蕩し込む	899	~(たらしこむ)
jp	to-cajole	たらし込む	899	~(たらしこむ)
jp	to-cajole	誑し込む	899	~(たらしこむ)
jp	to-cajole	誑しこむ	899	~(たらしこむ)
jp	to-cajole	蕩し込む	899	~(たらしこむ)
jp	seduce	たらし込む	898	~(たらしこむ)
jp	seduce	誑し込む	898	~(たらしこむ)
jp	seduce	誑しこむ	898	~(たらしこむ)
jp	seduce	蕩し込む	898	~(たらしこむ)
jp	to-seduce	たらし込む	898	~(たらしこむ)
jp	to-seduce	誑し込む	898	~(たらしこむ)
jp	to-seduce	誑しこむ	898	~(たらしこむ)
jp	to-seduce	蕩し込む	898	~(たらしこむ)
jp	hanging	垂れ幕	899	~(たれまく)
jp	hanging	垂幕	899	~(たれまく)
jp	banner	垂れ幕	899	~(たれまく)
jp	banner	垂幕	899	~(たれまく)
jp	hanging-banner	垂れ幕	899	~(たれまく)
jp	hanging-banner	垂幕	899	~(たれまく)
jp	curtain	垂れ幕	898	~(たれまく)
jp	curtain	垂幕	898	~(たれまく)
jp	lop-eared	垂れ耳	899	~(たれみみ)
jp	lop-eared	垂耳	899	~(たれみみ)
jp	exploration	探検	899	~(たんけん)
jp	exploration	探険	899	~(たんけん)
jp	coal	炭鉱	899	~(たんこう)
jp	coal	炭坑	899	~(たんこう)
jp	coal	炭礦	899	~(たんこう)
jp	mine	炭鉱	899	~(たんこう)
jp	mine	炭坑	899	~(たんこう)
jp	mine	炭礦	899	~(たんこう)
jp	coal-mine	炭鉱	899	~(たんこう)
jp	coal-mine	炭坑	899	~(たんこう)
jp	coal-mine	炭礦	899	~(たんこう)
jp	colliery	炭鉱	898	~(たんこう)
jp	colliery	炭坑	898	~(たんこう)
jp	colliery	炭礦	898	~(たんこう)
jp	shaft	炭鉱	897	~(たんこう)
jp	shaft	炭坑	897	~(たんこう)
jp	shaft	炭礦	897	~(たんこう)
jp	coal-mine-shaft	炭鉱	897	~(たんこう)
jp	coal-mine-shaft	炭坑	897	~(たんこう)
jp	coal-mine-shaft	炭礦	897	~(たんこう)
jp	uninterested	淡々	899	~(たんたん)
jp	uninterested	淡淡	899	~(たんたん)
jp	uninterested	澹々	899	~(たんたん)
jp	uninterested	澹澹	899	~(たんたん)
jp	indifferent	淡々	898	~(たんたん)
jp	indifferent	淡淡	898	~(たんたん)
jp	indifferent	澹々	898	~(たんたん)
jp	indifferent	澹澹	898	~(たんたん)
jp	matter-of-fact	淡々	897	~(たんたん)
jp	matter-of-fact	淡淡	897	~(たんたん)
jp	matter-of-fact	澹々	897	~(たんたん)
jp	matter-of-fact	澹澹	897	~(たんたん)
jp	plain	淡々	896	~(たんたん)
jp	plain	淡淡	896	~(たんたん)
jp	plain	澹々	896	~(たんたん)
jp	plain	澹澹	896	~(たんたん)
jp	simple	淡々	895	~(たんたん)
jp	simple	淡淡	895	~(たんたん)
jp	simple	澹々	895	~(たんたん)
jp	simple	澹澹	895	~(たんたん)
jp	flowing	淡々	894	~(たんたん)
jp	flowing	淡淡	894	~(たんたん)
jp	flowing	澹々	894	~(たんたん)
jp	flowing	澹澹	894	~(たんたん)
jp	gently	淡々	894	~(たんたん)
jp	gently	淡淡	894	~(たんたん)
jp	gently	澹々	894	~(たんたん)
jp	gently	澹澹	894	~(たんたん)
jp	flowing-gently	淡々	894	~(たんたん)
jp	flowing-gently	淡淡	894	~(たんたん)
jp	flowing-gently	澹々	894	~(たんたん)
jp	flowing-gently	澹澹	894	~(たんたん)
jp	covetously	眈々	899	~(たんたん)
jp	covetously	眈眈	899	~(たんたん)
jp	covetously	耽々	899	~(たんたん)
jp	covetously	耽耽	899	~(たんたん)
jp	light	淡白	899	~(たんぱく)
jp	light	淡泊	899	~(たんぱく)
jp	light	澹泊	899	~(たんぱく)
jp	light	淡薄	899	~(たんぱく)
jp	plain	淡白	898	~(たんぱく)
jp	plain	淡泊	898	~(たんぱく)
jp	plain	澹泊	898	~(たんぱく)
jp	plain	淡薄	898	~(たんぱく)
jp	frank	淡白	897	~(たんぱく)
jp	frank	淡泊	897	~(たんぱく)
jp	frank	澹泊	897	~(たんぱく)
jp	frank	淡薄	897	~(たんぱく)
jp	easygoing	淡白	896	~(たんぱく)
jp	easygoing	淡泊	896	~(たんぱく)
jp	easygoing	澹泊	896	~(たんぱく)
jp	easygoing	淡薄	896	~(たんぱく)
jp	indifferent	淡白	895	~(たんぱく)
jp	indifferent	淡泊	895	~(たんぱく)
jp	indifferent	澹泊	895	~(たんぱく)
jp	indifferent	淡薄	895	~(たんぱく)
jp	short	短編	899	~(たんぺん)
jp	short	短篇	899	~(たんぺん)
jp	story	短編	899	~(たんぺん)
jp	story	短篇	899	~(たんぺん)
jp	short-story	短編	899	~(たんぺん)
jp	short-story	短篇	899	~(たんぺん)
jp	poem	短編	898	~(たんぺん)
jp	poem	短篇	898	~(たんぺん)
jp	short-poem	短編	898	~(たんぺん)
jp	short-poem	短篇	898	~(たんぺん)
jp	substitute	代替品	899	~(だいたいひん,だいがえひん)
jp	substitute	代替え品	899	~(だいたいひん,だいがえひん)
jp	article	代替品	899	~(だいたいひん,だいがえひん)
jp	article	代替え品	899	~(だいたいひん,だいがえひん)
jp	substitute-article	代替品	899	~(だいたいひん,だいがえひん)
jp	substitute-article	代替え品	899	~(だいたいひん,だいがえひん)
jp	draw	抱き寄せる	899	~(だきよせる)
jp	draw	抱きよせる	899	~(だきよせる)
jp	close	抱き寄せる	899	~(だきよせる)
jp	close	抱きよせる	899	~(だきよせる)
jp	breast	抱き寄せる	899	~(だきよせる)
jp	breast	抱きよせる	899	~(だきよせる)
jp	take	抱き寄せる	898	~(だきよせる)
jp	take	抱きよせる	898	~(だきよせる)
jp	arms	抱き寄せる	898	~(だきよせる)
jp	arms	抱きよせる	898	~(だきよせる)
jp	unmanageable	駄々っ子	899	~(だだっこ)
jp	unmanageable	駄駄っ子	899	~(だだっこ)
jp	unmanageable	だだっ子	899	~(だだっこ)
jp	unmanageable	駄々っ児	899	~(だだっこ)
jp	child	駄々っ子	899	~(だだっこ)
jp	child	駄駄っ子	899	~(だだっこ)
jp	child	だだっ子	899	~(だだっこ)
jp	child	駄々っ児	899	~(だだっこ)
jp	unmanageable-child	駄々っ子	899	~(だだっこ)
jp	unmanageable-child	駄駄っ子	899	~(だだっこ)
jp	unmanageable-child	だだっ子	899	~(だだっこ)
jp	unmanageable-child	駄々っ児	899	~(だだっこ)
jp	spoiled	駄々っ子	898	~(だだっこ)
jp	spoiled	駄駄っ子	898	~(だだっこ)
jp	spoiled	だだっ子	898	~(だだっこ)
jp	spoiled	駄々っ児	898	~(だだっこ)
jp	brat	駄々っ子	898	~(だだっこ)
jp	brat	駄駄っ子	898	~(だだっこ)
jp	brat	だだっ子	898	~(だだっこ)
jp	brat	駄々っ児	898	~(だだっこ)
jp	spoiled-brat	駄々っ子	898	~(だだっこ)
jp	spoiled-brat	駄駄っ子	898	~(だだっこ)
jp	spoiled-brat	だだっ子	898	~(だだっこ)
jp	spoiled-brat	駄々っ児	898	~(だだっこ)
jp	ostrich	駝鳥	899	~(だちょう,ダチョウ)
jp	ostrich	鴕鳥	899	~(だちょう,ダチョウ)
jp	gradually	段々	899	~(だんだん)
jp	gradually	段段	899	~(だんだん)
jp	little	段々	898	~(だんだん)
jp	little	段段	898	~(だんだん)
jp	little-by-little	段々	898	~(だんだん)
jp	little-by-little	段段	898	~(だんだん)
jp	increasingly	段々	897	~(だんだん)
jp	increasingly	段段	897	~(だんだん)
jp	steps	段々	896	~(だんだん)
jp	steps	段段	896	~(だんだん)
jp	staircase	段々	895	~(だんだん)
jp	staircase	段段	895	~(だんだん)
jp	terraced	段々畑	899	~(だんだんばたけ)
jp	terraced	だんだん畑	899	~(だんだんばたけ)
jp	terraced	段段畑	899	~(だんだんばたけ)
jp	terraced	段々畠	899	~(だんだんばたけ)
jp	fields	段々畑	899	~(だんだんばたけ)
jp	fields	だんだん畑	899	~(だんだんばたけ)
jp	fields	段段畑	899	~(だんだんばたけ)
jp	fields	段々畠	899	~(だんだんばたけ)
jp	terraced-fields	段々畑	899	~(だんだんばたけ)
jp	terraced-fields	だんだん畑	899	~(だんだんばたけ)
jp	terraced-fields	段段畑	899	~(だんだんばたけ)
jp	terraced-fields	段々畠	899	~(だんだんばたけ)
jp	acquaintance	近づき	899	~(ちかづき)
jp	acquaintance	近付き	899	~(ちかづき)
jp	shorter	近道	899	~(ちかみち)
jp	shorter	近路	899	~(ちかみち)
jp	way	近道	899	~(ちかみち)
jp	way	近路	899	~(ちかみち)
jp	shorter-way	近道	899	~(ちかみち)
jp	shorter-way	近路	899	~(ちかみち)
jp	contest	力比べ	899	~(ちからくらべ)
jp	contest	力競べ	899	~(ちからくらべ)
jp	strength	力比べ	899	~(ちからくらべ)
jp	strength	力競べ	899	~(ちからくらべ)
jp	contest-of-strength	力比べ	899	~(ちからくらべ)
jp	contest-of-strength	力競べ	899	~(ちからくらべ)
jp	sheer	力ずくで	899	~(ちからずくで,ちからづくで)
jp	sheer	力づくで	899	~(ちからずくで,ちからづくで)
jp	sheer	力尽くで	899	~(ちからずくで,ちからづくで)
jp	sheer	力尽で	899	~(ちからずくで,ちからづくで)
jp	strength	力ずくで	899	~(ちからずくで,ちからづくで)
jp	strength	力づくで	899	~(ちからずくで,ちからづくで)
jp	strength	力尽くで	899	~(ちからずくで,ちからづくで)
jp	strength	力尽で	899	~(ちからずくで,ちからづくで)
jp	by-sheer-strength	力ずくで	899	~(ちからずくで,ちからづくで)
